id	category	n	exploredStates	minRejectDepth	productionAccepts
REAL-CENT-3-3-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-11-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-11-n1	authoritative_simulation	1	1	0	true
REAL-CENT-3-3-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-3-3-11-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-11-n3	authoritative_simulation	3	3	0	true
REAL-CENT-3-3-11-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-4-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-5-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-8-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-9-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-9-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-9-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-10-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-10-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-10-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-0-11-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-11-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-11-n4	authoritative_simulation	4	4	0	true
REAL-CENT-4-0-12-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-0-12-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-12-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-12-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-0-12-n4	authoritative_simulation	4	4	0	true
REAL-CENT-4-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-4-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-4-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-1-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-1-4-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-5-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-5-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-1-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-1-5-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-6-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-1-6-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-1-6-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-7-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-7-n4	authoritative_simulation	4	4	0	true
REAL-CENT-4-1-7-n3	authoritative_simulation	3	3	0	true
REAL-CENT-4-1-7-n2	authoritative_simulation	2	2	0	true
REAL-CENT-4-1-8-n1	authoritative_simulation	1	1	0	true
REAL-CENT-4-1-8-n1	authoritative_simulation	1	1	0	true
